,time,type
89774,61465,message
89775,61466,retweet
89776,61466,retweet
89777,61466,retweet
89778,61467,reply
89779,61467,retweet
89780,61467,retweet
89781,61467,retweet
89782,61468,retweet
89783,61469,retweet
89784,61469,retweet
89785,61469,retweet
89786,61470,retweet
89787,61470,retweet
89788,61470,retweet
89789,61471,retweet
89790,61471,retweet
89791,61471,retweet
89792,61472,reply
89793,61472,reply
89794,61472,retweet
89795,61473,retweet
89796,61473,retweet
89797,61473,retweet
89798,61474,retweet
89799,61474,retweet
89800,61474,retweet
89801,61474,retweet
89802,61475,retweet
89803,61476,retweet
89804,61476,reply
89805,61477,retweet
89806,61478,retweet
89807,61478,retweet
89808,61478,retweet
89809,61478,retweet
89810,61479,retweet
89811,61479,retweet
89812,61479,retweet
89813,61480,retweet
89814,61480,retweet
89815,61481,retweet
89816,61482,reply
89817,61482,retweet
89818,61483,retweet
89819,61484,retweet
89820,61484,reply
89821,61485,retweet
89822,61485,retweet
89823,61486,retweet
89824,61486,retweet
89825,61486,reply
89826,61489,retweet
89827,61490,retweet
89828,61490,message
89829,61490,reply
89830,61490,reply
89831,61490,retweet
89832,61490,retweet
89833,61491,retweet
89834,61492,retweet
89835,61492,retweet
89836,61492,retweet
89837,61493,reply
89838,61493,retweet
89839,61494,retweet
89840,61495,message
89841,61496,retweet
89842,61496,retweet
89843,61497,retweet
89844,61498,retweet
89845,61498,retweet
89846,61498,reply
89847,61499,retweet
89848,61499,retweet
89849,61500,reply
89850,61500,retweet
89851,61500,retweet
89852,61500,retweet
89853,61500,retweet
89854,61501,reply
89855,61502,retweet
89856,61502,retweet
89857,61502,retweet
89858,61502,message
89859,61502,retweet
89860,61503,reply
89861,61503,retweet
89862,61503,reply
89863,61504,reply
89864,61504,retweet
89865,61505,retweet
89866,61505,reply
89867,61505,message
89868,61505,reply
89869,61506,retweet
89870,61506,message
89871,61506,retweet
89872,61506,retweet
89873,61506,retweet
89874,61507,retweet
89875,61509,reply
89876,61509,retweet
89877,61509,retweet
89878,61510,retweet
89879,61510,reply
89880,61512,reply
89881,61512,reply
89882,61513,retweet
89883,61513,retweet
89884,61513,retweet
89885,61513,reply
89886,61513,reply
89887,61513,retweet
89888,61513,retweet
89889,61514,retweet
89890,61514,message
89891,61514,retweet
89892,61515,retweet
89893,61515,reply
89894,61515,retweet
89895,61516,retweet
89896,61516,retweet
89897,61516,retweet
89898,61517,reply
89899,61517,retweet
89900,61519,retweet
89901,61520,retweet
89902,61520,reply
89903,61520,retweet
89904,61521,retweet
89905,61521,retweet
89906,61521,retweet
89907,61521,retweet
89908,61522,reply
89909,61523,retweet
89910,61525,reply
89911,61525,retweet
89912,61526,reply
89913,61526,reply
89914,61526,retweet
89915,61526,retweet
89916,61527,retweet
89917,61528,retweet
89918,61528,retweet
89919,61528,reply
89920,61528,retweet
89921,61529,reply
89922,61529,reply
89923,61530,retweet
89924,61531,retweet
89925,61531,retweet
89926,61531,reply
89927,61531,retweet
89928,61533,reply
89929,61533,reply
89930,61534,message
89931,61535,retweet
89932,61535,retweet
89933,61537,reply
89934,61538,retweet
89935,61538,retweet
89936,61539,retweet
89937,61540,retweet
89938,61540,retweet
89939,61542,reply
89940,61542,reply
89941,61543,retweet
89942,61543,retweet
89943,61543,reply
89944,61544,reply
89945,61546,reply
89946,61546,reply
89947,61547,reply
89948,61547,retweet
89949,61547,reply
89950,61547,retweet
89951,61547,reply
89952,61548,retweet
89953,61549,retweet
89954,61551,retweet
89955,61551,retweet
89956,61551,retweet
89957,61552,retweet
89958,61553,reply
89959,61553,retweet
89960,61553,reply
89961,61554,retweet
89962,61554,message
89963,61555,retweet
89964,61555,retweet
89965,61556,reply
89966,61557,retweet
89967,61557,retweet
89968,61558,retweet
89969,61558,retweet
89970,61558,retweet
89971,61558,retweet
89972,61559,message
89973,61559,retweet
89974,61560,reply
89975,61561,reply
89976,61561,retweet
89977,61561,reply
89978,61563,reply
89979,61564,retweet
89980,61564,retweet
89981,61566,retweet
89982,61566,retweet
89983,61566,reply
89984,61568,retweet
89985,61569,retweet
89986,61569,reply
89987,61570,reply
89988,61570,reply
89989,61570,retweet
89990,61570,retweet
89991,61571,retweet
89992,61572,retweet
89993,61572,retweet
89994,61572,retweet
89995,61573,retweet
89996,61573,retweet
89997,61573,reply
89998,61573,reply
89999,61573,retweet
90000,61573,reply
90001,61573,retweet
90002,61574,retweet
90003,61574,retweet
90004,61574,retweet
90005,61575,retweet
90006,61575,retweet
90007,61575,retweet
90008,61576,retweet
90009,61576,retweet
90010,61577,retweet
90011,61578,retweet
90012,61578,retweet
90013,61578,retweet
90014,61579,retweet
90015,61579,retweet
90016,61580,retweet
90017,61581,retweet
90018,61581,reply
90019,61582,retweet
90020,61582,retweet
90021,61582,retweet
90022,61586,retweet
90023,61586,retweet
90024,61587,reply
90025,61587,reply
90026,61588,reply
90027,61588,retweet
90028,61588,retweet
90029,61589,retweet
90030,61589,retweet
90031,61589,retweet
90032,61589,retweet
90033,61589,retweet
90034,61590,retweet
90035,61590,retweet
90036,61591,reply
90037,61592,retweet
90038,61592,retweet
90039,61592,retweet
90040,61592,retweet
90041,61592,retweet
90042,61594,retweet
90043,61595,retweet
90044,61595,reply
90045,61595,retweet
90046,61595,reply
90047,61596,retweet
90048,61598,reply
90049,61598,retweet
90050,61598,retweet
90051,61599,retweet
90052,61600,retweet
90053,61600,retweet
90054,61601,reply
90055,61603,retweet
90056,61603,retweet
90057,61603,reply
90058,61604,retweet
90059,61606,retweet
90060,61606,reply
90061,61608,reply
90062,61608,retweet
90063,61608,retweet
90064,61608,reply
90065,61609,retweet
90066,61609,retweet
90067,61609,reply
90068,61609,retweet
90069,61609,retweet
90070,61609,retweet
90071,61610,retweet
90072,61610,reply
90073,61610,retweet
90074,61611,retweet
90075,61611,reply
90076,61612,retweet
90077,61612,retweet
90078,61612,retweet
90079,61613,retweet
90080,61614,retweet
90081,61616,retweet
90082,61616,reply
90083,61616,retweet
90084,61616,retweet
90085,61617,retweet
90086,61617,retweet
90087,61617,retweet
90088,61618,retweet
90089,61619,retweet
90090,61621,retweet
90091,61621,retweet
90092,61621,reply
90093,61621,message
90094,61622,retweet
90095,61622,retweet
90096,61622,retweet
90097,61623,retweet
90098,61624,retweet
90099,61624,retweet
90100,61624,retweet
90101,61624,retweet
90102,61624,retweet
90103,61625,reply
90104,61625,retweet
90105,61626,reply
90106,61626,retweet
90107,61627,retweet
90108,61628,reply
90109,61629,reply
90110,61630,retweet
90111,61630,retweet
90112,61631,reply
90113,61631,reply
90114,61631,retweet
90115,61631,retweet
90116,61631,retweet
90117,61633,retweet
90118,61633,retweet
90119,61633,reply
90120,61633,retweet
90121,61634,retweet
90122,61634,reply
90123,61635,reply
90124,61636,retweet
90125,61636,message
90126,61636,retweet
90127,61637,retweet
90128,61637,retweet
90129,61637,retweet
90130,61637,retweet
90131,61640,reply
90132,61640,retweet
90133,61640,retweet
90134,61641,retweet
90135,61641,retweet
90136,61641,retweet
90137,61643,retweet
90138,61643,retweet
90139,61646,retweet
90140,61646,retweet
90141,61647,retweet
90142,61647,retweet
90143,61648,retweet
90144,61649,retweet
90145,61649,retweet
90146,61650,reply
90147,61650,reply
90148,61651,retweet
90149,61651,retweet
90150,61651,reply
90151,61652,reply
90152,61652,retweet
90153,61653,retweet
90154,61653,retweet
90155,61654,reply
90156,61655,retweet
90157,61655,retweet
90158,61655,retweet
90159,61656,retweet
90160,61656,retweet
90161,61656,retweet
90162,61657,retweet
90163,61657,message
90164,61657,retweet
90165,61658,retweet
90166,61660,retweet
90167,61660,retweet
90168,61660,retweet
90169,61661,retweet
90170,61662,retweet
90171,61662,retweet
90172,61662,retweet
90173,61662,retweet
90174,61663,retweet
90175,61663,retweet
90176,61664,retweet
90177,61665,reply
90178,61665,retweet
90179,61665,retweet
90180,61665,retweet
90181,61666,retweet
90182,61667,retweet
90183,61668,retweet
90184,61668,reply
90185,61669,retweet
90186,61669,retweet
90187,61669,reply
90188,61669,reply
90189,61669,retweet
90190,61669,reply
90191,61670,retweet
90192,61672,retweet
90193,61673,retweet
90194,61673,retweet
90195,61673,reply
90196,61674,retweet
90197,61674,retweet
90198,61674,retweet
90199,61677,retweet
90200,61678,retweet
90201,61678,reply
90202,61678,retweet
90203,61679,reply
90204,61679,retweet
90205,61679,reply
90206,61679,reply
90207,61680,retweet
90208,61680,reply
90209,61681,retweet
90210,61681,retweet
90211,61682,reply
90212,61682,retweet
90213,61683,retweet
90214,61683,retweet
90215,61683,reply
90216,61684,retweet
90217,61684,retweet
90218,61685,retweet
90219,61685,retweet
90220,61686,retweet
90221,61687,retweet
90222,61687,retweet
90223,61688,retweet
90224,61689,retweet
90225,61689,reply
90226,61689,retweet
90227,61690,retweet
90228,61690,retweet
90229,61690,retweet
90230,61690,reply
90231,61691,retweet
90232,61692,message
90233,61692,retweet
90234,61692,retweet
90235,61693,retweet
90236,61694,retweet
90237,61694,message
90238,61695,reply
90239,61695,retweet
90240,61695,retweet
90241,61695,retweet
90242,61697,retweet
90243,61697,retweet
90244,61697,message
90245,61698,reply
90246,61698,retweet
90247,61698,retweet
90248,61699,retweet
90249,61699,retweet
90250,61700,retweet
90251,61701,message
90252,61702,retweet
90253,61702,retweet
90254,61703,retweet
90255,61704,retweet
90256,61704,retweet
90257,61704,retweet
90258,61705,retweet
90259,61705,retweet
90260,61706,retweet
90261,61707,retweet
90262,61708,message
90263,61709,retweet
90264,61710,retweet
90265,61710,retweet
90266,61711,retweet
90267,61712,retweet
90268,61713,retweet
90269,61713,retweet
90270,61714,retweet
90271,61715,retweet
90272,61715,retweet
90273,61716,retweet
90274,61717,retweet
90275,61717,retweet
90276,61718,retweet
90277,61718,reply
90278,61719,retweet
90279,61719,retweet
90280,61720,reply
90281,61720,retweet
90282,61721,reply
90283,61722,retweet
90284,61722,retweet
90285,61722,retweet
90286,61722,reply
90287,61722,reply
90288,61723,reply
90289,61723,retweet
90290,61723,reply
90291,61723,reply
90292,61724,retweet
90293,61725,reply
90294,61725,reply
90295,61725,retweet
90296,61726,retweet
90297,61727,retweet
90298,61727,retweet
90299,61728,reply
90300,61728,retweet
90301,61729,retweet
90302,61729,retweet
90303,61729,reply
90304,61729,retweet
90305,61730,retweet
90306,61731,reply
90307,61731,retweet
90308,61732,retweet
90309,61732,reply
90310,61732,retweet
90311,61733,retweet
90312,61735,retweet
90313,61735,retweet
90314,61736,retweet
90315,61736,retweet
90316,61736,reply
90317,61737,retweet
90318,61737,retweet
90319,61737,retweet
90320,61737,message
90321,61739,retweet
90322,61740,retweet
90323,61740,retweet
90324,61740,retweet
90325,61742,retweet
90326,61742,retweet
90327,61742,reply
90328,61743,retweet
90329,61743,reply
90330,61744,retweet
90331,61745,retweet
90332,61745,retweet
90333,61746,retweet
90334,61746,retweet
90335,61746,retweet
90336,61746,reply
90337,61746,retweet
90338,61747,reply
90339,61748,retweet
90340,61748,reply
90341,61748,reply
90342,61749,retweet
90343,61750,retweet
90344,61750,reply
90345,61750,reply
90346,61751,retweet
90347,61751,retweet
90348,61751,retweet
90349,61751,retweet
90350,61752,retweet
90351,61752,retweet
90352,61752,retweet
90353,61752,retweet
90354,61752,retweet
90355,61752,retweet
90356,61752,reply
90357,61753,retweet
90358,61753,retweet
90359,61753,retweet
90360,61753,retweet
90361,61753,retweet
90362,61753,retweet
90363,61753,retweet
90364,61753,retweet
90365,61754,reply
90366,61754,retweet
90367,61754,retweet
90368,61754,retweet
90369,61754,retweet
90370,61754,retweet
90371,61754,retweet
90372,61754,reply
90373,61754,retweet
90374,61754,retweet
90375,61755,retweet
90376,61755,retweet
90377,61755,retweet
90378,61755,retweet
90379,61755,retweet
90380,61755,retweet
90381,61755,retweet
90382,61756,message
90383,61756,retweet
90384,61756,retweet
90385,61756,retweet
90386,61757,retweet
90387,61757,reply
90388,61757,retweet
90389,61757,retweet
90390,61757,reply
90391,61758,retweet
90392,61758,retweet
90393,61758,retweet
90394,61758,retweet
90395,61758,reply
90396,61758,retweet
90397,61758,retweet
90398,61759,retweet
90399,61759,retweet
90400,61759,retweet
90401,61759,retweet
90402,61759,retweet
90403,61760,retweet
90404,61760,retweet
90405,61760,retweet
90406,61761,retweet
90407,61761,retweet
90408,61761,retweet
90409,61761,reply
90410,61761,retweet
90411,61761,reply
90412,61761,retweet
90413,61761,retweet
90414,61762,retweet
90415,61762,reply
90416,61763,retweet
90417,61764,retweet
90418,61764,message
90419,61764,retweet
90420,61764,retweet
90421,61764,reply
90422,61766,retweet
90423,61767,retweet
90424,61767,retweet
90425,61767,reply
90426,61767,reply
90427,61768,reply
90428,61768,retweet
90429,61768,retweet
90430,61768,retweet
90431,61769,reply
90432,61769,retweet
90433,61769,retweet
90434,61770,retweet
90435,61770,retweet
90436,61771,retweet
90437,61771,reply
90438,61772,retweet
90439,61773,reply
90440,61773,retweet
90441,61773,retweet
90442,61774,retweet
90443,61775,reply
90444,61775,retweet
90445,61777,retweet
90446,61777,retweet
90447,61779,retweet
90448,61780,retweet
90449,61780,retweet
90450,61781,retweet
90451,61781,message
90452,61782,retweet
90453,61783,retweet
90454,61784,retweet
90455,61784,retweet
90456,61785,retweet
90457,61786,message
90458,61787,retweet
90459,61788,retweet
90460,61789,retweet
90461,61791,retweet
90462,61792,retweet
90463,61793,retweet
90464,61793,retweet
90465,61794,retweet
90466,61794,retweet
90467,61794,retweet
90468,61795,retweet
90469,61796,reply
90470,61797,retweet
90471,61798,retweet
90472,61798,reply
90473,61799,retweet
90474,61801,retweet
90475,61801,message
90476,61801,retweet
90477,61802,retweet
90478,61802,reply
90479,61802,retweet
90480,61802,retweet
90481,61804,retweet
90482,61805,retweet
90483,61805,message
90484,61805,reply
90485,61805,retweet
90486,61808,retweet
90487,61808,retweet
90488,61808,reply
90489,61808,message
90490,61808,retweet
90491,61808,reply
90492,61809,reply
90493,61809,reply
90494,61809,retweet
90495,61811,retweet
90496,61813,reply
90497,61815,retweet
90498,61815,retweet
90499,61816,reply
90500,61817,retweet
90501,61817,retweet
90502,61819,retweet
90503,61820,retweet
90504,61820,retweet
90505,61820,retweet
90506,61821,retweet
90507,61822,retweet
90508,61822,retweet
90509,61822,retweet
90510,61822,retweet
90511,61822,reply
90512,61824,reply
90513,61824,reply
90514,61824,retweet
90515,61825,reply
90516,61826,retweet
90517,61826,reply
90518,61826,reply
90519,61827,reply
90520,61827,reply
90521,61828,retweet
90522,61828,retweet
90523,61829,retweet
90524,61829,reply
90525,61829,retweet
90526,61830,reply
90527,61834,retweet
90528,61834,reply
90529,61835,reply
90530,61836,reply
90531,61837,reply
90532,61837,retweet
90533,61838,reply
90534,61838,retweet
90535,61838,retweet
90536,61838,retweet
90537,61839,reply
90538,61840,reply
90539,61840,reply
90540,61841,retweet
90541,61841,reply
90542,61842,retweet
90543,61842,reply
90544,61843,retweet
90545,61844,retweet
90546,61845,retweet
90547,61846,retweet
90548,61846,retweet
90549,61848,retweet
90550,61848,reply
90551,61849,retweet
90552,61849,retweet
90553,61850,retweet
90554,61851,retweet
90555,61852,retweet
90556,61852,reply
90557,61852,retweet
90558,61852,reply
90559,61853,retweet
90560,61853,retweet
90561,61857,retweet
90562,61857,retweet
90563,61858,reply
90564,61858,reply
90565,61859,reply
90566,61862,retweet
90567,61863,reply
90568,61863,retweet
90569,61863,retweet
90570,61864,retweet
90571,61864,reply
90572,61864,retweet
90573,61865,reply
90574,61865,reply
90575,61865,reply
90576,61865,retweet
90577,61866,retweet
90578,61866,reply
90579,61867,retweet
90580,61868,reply
90581,61868,retweet
90582,61869,reply
90583,61869,retweet
90584,61869,retweet
90585,61871,reply
90586,61872,retweet
90587,61873,reply
90588,61873,retweet
90589,61874,retweet
90590,61874,retweet
90591,61875,retweet
90592,61876,retweet
90593,61876,retweet
90594,61877,retweet
90595,61877,retweet
90596,61879,reply
90597,61880,retweet
90598,61880,message
90599,61881,retweet
90600,61882,retweet
90601,61883,retweet
90602,61883,retweet
90603,61884,retweet
90604,61884,retweet
90605,61884,retweet
90606,61885,retweet
90607,61885,retweet
90608,61885,retweet
90609,61886,retweet
90610,61886,retweet
90611,61887,retweet
90612,61888,reply
90613,61889,reply
90614,61889,retweet
90615,61891,reply
90616,61891,reply
90617,61891,retweet
90618,61891,reply
90619,61892,reply
90620,61892,retweet
90621,61893,retweet
90622,61894,reply
90623,61895,retweet
90624,61896,retweet
90625,61896,retweet
90626,61896,retweet
90627,61896,reply
90628,61898,retweet
90629,61898,retweet
90630,61899,reply
90631,61900,retweet
90632,61901,retweet
90633,61902,reply
90634,61902,retweet
90635,61902,retweet
90636,61903,retweet
90637,61904,retweet
90638,61904,retweet
90639,61905,message
90640,61905,retweet
90641,61905,reply
90642,61906,reply
90643,61907,retweet
90644,61908,retweet
90645,61908,retweet
90646,61908,retweet
90647,61909,retweet
90648,61909,retweet
90649,61910,retweet
90650,61911,reply
90651,61911,retweet
90652,61911,message
90653,61911,retweet
90654,61912,reply
90655,61913,retweet
90656,61913,reply
90657,61913,retweet
90658,61913,retweet
90659,61914,retweet
90660,61915,retweet
90661,61915,message
90662,61915,reply
90663,61917,retweet
90664,61918,retweet
90665,61918,retweet
90666,61918,reply
90667,61919,retweet
90668,61919,retweet
90669,61920,reply
90670,61920,retweet
90671,61920,retweet
90672,61921,reply
90673,61921,reply
90674,61921,message
90675,61922,retweet
90676,61922,retweet
90677,61922,retweet
90678,61923,retweet
90679,61924,reply
90680,61925,reply
90681,61925,retweet
90682,61925,retweet
90683,61926,retweet
90684,61926,retweet
90685,61927,reply
90686,61927,retweet
90687,61927,retweet
90688,61928,retweet
90689,61928,retweet
90690,61928,retweet
90691,61929,retweet
90692,61930,retweet
90693,61931,retweet
90694,61931,retweet
90695,61932,retweet
90696,61933,retweet
90697,61933,retweet
90698,61934,retweet
90699,61934,retweet
90700,61935,retweet
90701,61936,retweet
90702,61937,retweet
90703,61938,retweet
90704,61940,retweet
90705,61940,retweet
90706,61940,reply
90707,61942,retweet
90708,61942,reply
90709,61943,retweet
90710,61945,retweet
90711,61947,retweet
90712,61947,retweet
90713,61947,reply
90714,61947,retweet
90715,61949,retweet
90716,61949,retweet
90717,61950,retweet
90718,61950,retweet
90719,61951,retweet
90720,61954,retweet
90721,61954,reply
90722,61956,retweet
90723,61956,reply
90724,61956,retweet
90725,61956,reply
90726,61956,retweet
90727,61956,retweet
90728,61956,retweet
90729,61956,retweet
90730,61957,message
90731,61958,reply
90732,61958,retweet
90733,61958,reply
90734,61959,retweet
90735,61959,retweet
90736,61959,retweet
90737,61959,retweet
90738,61961,retweet
90739,61962,retweet
90740,61962,retweet
90741,61964,reply
90742,61966,retweet
90743,61966,retweet
90744,61967,retweet
90745,61967,reply
90746,61967,reply
90747,61967,retweet
90748,61967,retweet
90749,61967,retweet
90750,61967,retweet
90751,61968,retweet
90752,61968,reply
90753,61969,reply
90754,61969,retweet
90755,61969,retweet
90756,61970,retweet
90757,61971,retweet
90758,61971,retweet
90759,61971,message
90760,61972,retweet
90761,61972,retweet
90762,61972,retweet
90763,61972,retweet
90764,61972,retweet
90765,61973,reply
90766,61974,reply
90767,61974,retweet
90768,61975,retweet
90769,61975,retweet
90770,61975,retweet
90771,61975,message
90772,61976,retweet
90773,61977,retweet
90774,61979,retweet
90775,61979,retweet
90776,61979,reply
90777,61979,retweet
90778,61980,retweet
90779,61980,retweet
90780,61980,reply
90781,61982,retweet
90782,61983,retweet
90783,61983,retweet
90784,61985,retweet
90785,61985,retweet
90786,61985,retweet
90787,61985,reply
90788,61985,retweet
90789,61986,retweet
90790,61986,retweet
90791,61986,message
90792,61986,retweet
90793,61987,retweet
90794,61988,reply
90795,61989,retweet
90796,61990,retweet
90797,61991,retweet
90798,61991,retweet
90799,61992,retweet
90800,61993,reply
90801,61993,retweet
90802,61993,retweet
90803,61994,retweet
90804,61994,retweet
90805,61995,reply
90806,61995,retweet
90807,61995,reply
90808,61996,retweet
90809,61997,retweet
90810,61997,retweet
90811,61997,retweet
90812,61998,reply
90813,62000,reply
90814,62001,retweet
90815,62001,reply
90816,62002,retweet
90817,62002,retweet
90818,62003,retweet
90819,62004,retweet
90820,62004,retweet
90821,62005,reply
90822,62006,retweet
90823,62006,retweet
90824,62007,retweet
90825,62007,retweet
90826,62007,retweet
90827,62008,retweet
90828,62009,retweet
90829,62009,retweet
90830,62009,retweet
90831,62010,retweet
90832,62010,reply
90833,62011,retweet
90834,62011,reply
90835,62012,reply
90836,62012,retweet
90837,62013,retweet
90838,62013,retweet
90839,62014,retweet
90840,62014,retweet
90841,62014,retweet
90842,62015,retweet
90843,62016,reply
90844,62016,retweet
90845,62017,retweet
90846,62017,retweet
90847,62017,retweet
90848,62018,retweet
90849,62018,retweet
90850,62019,retweet
90851,62020,retweet
90852,62021,retweet
90853,62021,retweet
90854,62021,reply
90855,62022,retweet
90856,62022,retweet
90857,62023,retweet
90858,62024,reply
90859,62024,retweet
90860,62025,retweet
90861,62025,retweet
90862,62026,retweet
90863,62027,retweet
90864,62028,retweet
90865,62029,retweet
90866,62029,reply
90867,62029,retweet
90868,62030,reply
90869,62030,retweet
90870,62031,retweet
90871,62031,retweet
90872,62031,retweet
90873,62032,retweet
90874,62032,retweet
90875,62034,retweet
90876,62035,reply
90877,62035,retweet
90878,62037,retweet
90879,62038,retweet
90880,62038,retweet
90881,62039,retweet
90882,62039,reply
90883,62039,retweet
90884,62039,retweet
90885,62040,retweet
90886,62040,reply
90887,62040,reply
90888,62040,retweet
90889,62041,retweet
90890,62041,retweet
90891,62043,reply
90892,62043,reply
90893,62044,retweet
90894,62045,reply
90895,62045,retweet
90896,62046,message
90897,62046,retweet
90898,62047,retweet
90899,62047,retweet
90900,62047,retweet
90901,62047,retweet
90902,62048,retweet
90903,62048,retweet
90904,62048,retweet
90905,62048,retweet
90906,62050,retweet
90907,62050,retweet
90908,62050,retweet
90909,62050,reply
90910,62051,retweet
90911,62052,reply
90912,62052,retweet
90913,62053,retweet
90914,62053,retweet
90915,62053,retweet
90916,62053,retweet
90917,62054,retweet
90918,62055,retweet
90919,62055,retweet
90920,62055,retweet
90921,62055,retweet
90922,62056,reply
90923,62057,retweet
90924,62057,retweet
90925,62057,reply
90926,62059,reply
90927,62059,retweet
90928,62060,retweet
90929,62061,retweet
90930,62061,retweet
90931,62062,retweet
90932,62062,reply
90933,62062,retweet
90934,62062,retweet
90935,62062,reply
90936,62062,retweet
90937,62063,retweet
90938,62063,retweet
90939,62064,retweet
90940,62065,reply
90941,62066,retweet
90942,62066,retweet
90943,62066,retweet
90944,62068,retweet
90945,62069,reply
90946,62069,retweet
90947,62070,retweet
90948,62070,retweet
90949,62072,retweet
90950,62072,retweet
90951,62073,retweet
90952,62074,retweet
90953,62074,retweet
90954,62075,retweet
90955,62076,retweet
90956,62076,retweet
90957,62076,retweet
90958,62076,reply
90959,62076,reply
90960,62076,reply
90961,62076,reply
90962,62078,retweet
90963,62079,reply
90964,62079,retweet
90965,62080,retweet
90966,62080,reply
90967,62080,retweet
90968,62080,retweet
90969,62081,retweet
90970,62081,message
90971,62082,retweet
90972,62082,retweet
90973,62082,reply
90974,62083,retweet
90975,62083,message
90976,62083,retweet
90977,62084,retweet
90978,62085,retweet
90979,62086,retweet
90980,62086,retweet
90981,62086,retweet
90982,62086,retweet
90983,62086,retweet
90984,62088,retweet
90985,62088,retweet
90986,62088,retweet
90987,62089,retweet
90988,62089,reply
90989,62089,reply
90990,62089,reply
90991,62090,retweet
90992,62090,retweet
90993,62090,retweet
90994,62090,reply
90995,62091,retweet
90996,62091,retweet
90997,62093,retweet
90998,62093,reply
90999,62093,retweet
91000,62093,retweet
91001,62094,retweet
91002,62094,retweet
91003,62094,reply
91004,62096,retweet
91005,62096,retweet
91006,62096,reply
91007,62096,message
91008,62096,reply
91009,62097,retweet
91010,62097,message
91011,62097,reply
91012,62098,reply
91013,62098,retweet
91014,62100,retweet
91015,62100,retweet
91016,62100,reply
91017,62100,retweet
91018,62101,retweet
91019,62101,reply
91020,62101,retweet
91021,62102,retweet
91022,62103,retweet
91023,62104,retweet
91024,62106,retweet
91025,62106,retweet
91026,62106,reply
91027,62107,retweet
91028,62109,reply
91029,62109,reply
91030,62111,retweet
91031,62111,retweet
91032,62112,retweet
91033,62113,retweet
91034,62114,reply
91035,62114,retweet
91036,62114,retweet
91037,62116,message
91038,62116,reply
91039,62117,retweet
91040,62117,retweet
91041,62118,retweet
91042,62118,retweet
91043,62118,retweet
91044,62118,message
91045,62118,reply
91046,62118,message
91047,62119,retweet
91048,62120,retweet
91049,62120,retweet
91050,62121,retweet
91051,62121,reply
91052,62121,retweet
91053,62121,reply
91054,62121,retweet
91055,62122,retweet
91056,62122,retweet
91057,62123,retweet
91058,62123,retweet
91059,62124,retweet
91060,62124,retweet
91061,62124,retweet
91062,62125,reply
91063,62125,retweet
91064,62127,reply
91065,62127,retweet
91066,62127,retweet
91067,62128,retweet
91068,62128,retweet
91069,62129,retweet
91070,62129,reply
91071,62130,retweet
91072,62130,reply
91073,62131,retweet
91074,62132,retweet
91075,62133,message
91076,62134,retweet
91077,62134,retweet
91078,62134,retweet
91079,62136,retweet
91080,62137,retweet
91081,62137,retweet
91082,62138,reply
91083,62139,reply
91084,62140,reply
91085,62140,retweet
91086,62141,reply
91087,62141,message
91088,62142,retweet
91089,62142,reply
91090,62143,retweet
91091,62144,retweet
91092,62144,retweet
91093,62145,retweet
91094,62146,retweet
91095,62146,retweet
91096,62146,reply
91097,62146,reply
91098,62147,retweet
91099,62147,reply
91100,62147,retweet
91101,62148,reply
91102,62150,message
91103,62150,retweet
91104,62151,retweet
91105,62151,retweet
91106,62151,retweet
91107,62152,retweet
91108,62152,retweet
91109,62153,retweet
91110,62153,reply
91111,62154,retweet
91112,62155,retweet
91113,62155,reply
91114,62156,retweet
91115,62156,retweet
91116,62158,retweet
91117,62158,retweet
91118,62159,retweet
91119,62160,reply
91120,62160,message
91121,62161,reply
91122,62161,retweet
91123,62161,retweet
91124,62161,retweet
91125,62161,retweet
91126,62161,reply
91127,62162,message
91128,62162,retweet
91129,62162,retweet
91130,62162,retweet
91131,62164,retweet
91132,62164,reply
91133,62164,retweet
91134,62165,retweet
91135,62165,reply
91136,62165,reply
91137,62166,retweet
91138,62166,retweet
91139,62166,retweet
91140,62166,retweet
91141,62166,retweet
91142,62166,retweet
91143,62166,retweet
91144,62167,retweet
91145,62167,retweet
91146,62167,retweet
91147,62167,retweet
91148,62167,retweet
91149,62168,retweet
91150,62168,retweet
91151,62168,retweet
91152,62168,retweet
91153,62168,retweet
91154,62168,retweet
91155,62168,retweet
91156,62168,retweet
91157,62169,retweet
91158,62169,retweet
91159,62169,retweet
91160,62169,retweet
91161,62170,retweet
91162,62170,reply
91163,62171,retweet
91164,62171,retweet
91165,62172,retweet
91166,62173,retweet
91167,62174,retweet
91168,62175,reply
91169,62175,reply
91170,62176,retweet
91171,62177,retweet
91172,62177,reply
91173,62177,retweet
91174,62177,retweet
91175,62180,retweet
91176,62182,reply
91177,62182,reply
91178,62182,retweet
91179,62182,retweet
91180,62183,retweet
91181,62183,retweet
91182,62184,reply
91183,62184,retweet
91184,62184,reply
91185,62185,retweet
91186,62186,reply
91187,62186,retweet
91188,62188,reply
91189,62188,retweet
91190,62188,retweet
91191,62189,reply
91192,62190,retweet
91193,62190,reply
91194,62191,retweet
91195,62191,retweet
91196,62191,retweet
91197,62191,retweet
91198,62192,retweet
91199,62192,retweet
91200,62193,retweet
91201,62193,retweet
91202,62193,reply
91203,62194,reply
91204,62194,retweet
91205,62195,retweet
91206,62195,retweet
91207,62195,retweet
91208,62196,reply
91209,62197,retweet
91210,62197,retweet
91211,62198,retweet
91212,62199,retweet
91213,62199,reply
91214,62200,reply
91215,62200,retweet
